ID,Portfolio,Programme,x2005_06,x2006_07,x2007_08,x2008_09,x2009_10,x2010_11,x2011_12,x2012_13,x2013_14,x2014_15,EstimatedActual2015_16,BudgetEstimate2016_17,Status,AllocationMethod,Socio_EconomicObjective,Sector,Appropriation,About,Notes,Group1,Group2,BudgetEstimate2015_16_m,SRIBT_ID
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"Joint Force Integration - IMD Study","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"Agriculture and Water Resources - Carbon Farming Futures - Extension and Outreach","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
